SERVICIO	I / O	VARIABLE	TIPO_DATO	LONGITUD	CARDINALIDAD	CAMPO	DESCRIPCION	PATH	VALOR	Observacion
CrearPagareDigital	OUT	otorganteCuenta						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:otorganteCuenta		
CrearPagareDigital	OUT	otorganteNumId						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:otorganteNumId		
CrearPagareDigital	OUT	otorganteTipoId						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:otorganteTipoId		
CrearPagareDigital	OUT	otraModalidadPago						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:otraModalidadPago		
CrearPagareDigital	OUT	otroDestino						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:otroDestino		
CrearPagareDigital	OUT	pais						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:pais		
CrearPagareDigital	OUT	paisCreacion						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:paisCreacion		
CrearPagareDigital	OUT	periodicidadGracia						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodicidadGracia		
CrearPagareDigital	OUT	periodicidadMuerto						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodicidadMuerto		
CrearPagareDigital	OUT	periodicidadPlazo						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodicidadPlazo		
CrearPagareDigital	OUT	periodoGracia						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoGracia		
CrearPagareDigital	OUT	periodoGraciaDe						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoGraciaDe		
CrearPagareDigital	OUT	periodoGraciaHasta						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoGraciaHasta		
CrearPagareDigital	OUT	periodoGraciaLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoGraciaLetras		
CrearPagareDigital	OUT	periodoGraciaNumero						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoGraciaNumero		
CrearPagareDigital	OUT	periodoMuerto						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoMuerto		
CrearPagareDigital	OUT	periodoMuertoDe						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoMuertoDe		
CrearPagareDigital	OUT	periodoMuertoHasta						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoMuertoHasta		
CrearPagareDigital	OUT	periodoMuertoLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoMuertoLetras		
CrearPagareDigital	OUT	periodoMuertoNumero						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:periodoMuertoNumero		
CrearPagareDigital	OUT	plazoCreditoDe						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:plazoCreditoDe		
CrearPagareDigital	OUT	plazoCreditoHasta						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:plazoCreditoHasta		
CrearPagareDigital	OUT	plazoLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:plazoLetras		
CrearPagareDigital	OUT	plazoNumero						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:plazoNumero		
CrearPagareDigital	OUT	porcentAmortizacionMensual						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:porcentAmortizacionMensual		
CrearPagareDigital	OUT	porcentAmortizacionSemestral						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:porcentAmortizacionSemestral		
CrearPagareDigital	OUT	porcentajeCobertura						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:porcentajeCobertura		
CrearPagareDigital	OUT	porcentajeComision						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:porcentajeComision		
CrearPagareDigital	OUT	puntosPorcentualesRedescuento						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:puntosPorcentualesRedescuento		
CrearPagareDigital	OUT	regional						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:regional		
CrearPagareDigital	OUT	seguroVida						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:seguroVida		
CrearPagareDigital	OUT	spreed						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:spreed		
CrearPagareDigital	OUT	tasaInteres						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaInteres		
CrearPagareDigital	OUT	tasaInteresMora						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaInteresMora		
CrearPagareDigital	OUT	tasaInteresMoraLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaInteresMoraLetras		
CrearPagareDigital	OUT	tasaInteresRenumEA						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaInteresRenumEA		
CrearPagareDigital	OUT	tasaInteresRenumEALetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaInteresRenumEALetras		
CrearPagareDigital	OUT	tasaNominal						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaNominal		
CrearPagareDigital	OUT	tasaNominalLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaNominalLetras		
CrearPagareDigital	OUT	tasaRedescuento						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tasaRedescuento		
CrearPagareDigital	OUT	textoAdicional						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:textoAdicional		
CrearPagareDigital	OUT	tipoPagare						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:tipoPagare		
CrearPagareDigital	OUT	valorCapitalLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCapitalLetras		
CrearPagareDigital	OUT	valorCapitalNumero						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCapitalNumero		
CrearPagareDigital	OUT	valorCuotaPesos						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCuotaPesos		
CrearPagareDigital	OUT	valorCuotaPesosLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCuotaPesosLetras		
CrearPagareDigital	OUT	valorCuotaUVR						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCuotaUVR		
CrearPagareDigital	OUT	valorCuotaUVRLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorCuotaUVRLetras		
CrearPagareDigital	OUT	valorDesembolsoUVRLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorDesembolsoUVRLetras		
CrearPagareDigital	OUT	valorInteresesLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorInteresesLetras		
CrearPagareDigital	OUT	valorInteresesNumero						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorInteresesNumero		
CrearPagareDigital	OUT	valorPesosActual						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorPesosActual		
CrearPagareDigital	OUT	valorPesosDesembolso						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorPesosDesembolso		
CrearPagareDigital	OUT	valorPesosDesembolsoLetras						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorPesosDesembolsoLetras		
CrearPagareDigital	OUT	valorPesosDiligenciamiento						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:valorPesosDiligenciamiento		
CrearPagareDigital	OUT	vis						msjRespOpCrearPagareDigital:respuestaDocumentoPagareDaneServiceTipo:listaRespuesta:vis		
CrearPagareDigital	OUT	v1:descripcion						msjRespOpCrearPagareDigital:respuestaFirmarPagaresTipo:descripcion		
EliminacionPersistenciaCredito	IN	nombreOperacion						elim:EliminacionPersistenciaCredito:Request:DataHeader:nombreOperacion	EliminacionPersistenciaCredito	
EliminacionPersistenciaCredito	IN	total						elim:EliminacionPersistenciaCredito:Request:DataHeader:total	0	
EliminacionPersistenciaCredito	IN	jornada						elim:EliminacionPersistenciaCredito:Request:DataHeader:jornada	0	
EliminacionPersistenciaCredito	IN	canal						elim:EliminacionPersistenciaCredito:Request:DataHeader:canal	37	
EliminacionPersistenciaCredito	IN	modoDeOperacion						elim:EliminacionPersistenciaCredito:Request:DataHeader:modoDeOperacion	0	
EliminacionPersistenciaCredito	IN	usuario						elim:EliminacionPersistenciaCredito:Request:DataHeader:usuario	0	
EliminacionPersistenciaCredito	IN	perfil						elim:EliminacionPersistenciaCredito:Request:DataHeader:perfil	0	
EliminacionPersistenciaCredito	IN	versionServicio						elim:EliminacionPersistenciaCredito:Request:DataHeader:versionServicio	1.0.0	
EliminacionPersistenciaCredito	IN	idTransaccion						elim:EliminacionPersistenciaCredito:Request:DataHeader:idTransaccion	1591397404	
EliminacionPersistenciaCredito	IN	idSesion						elim:EliminacionPersistenciaCredito:Request:Data:idSesion		
EliminacionPersistenciaCredito	IN	codIdioma						elim:EliminacionPersistenciaCredito:Request:Data:codIdioma		
EliminacionPersistenciaCredito	IN	valOrigen						elim:EliminacionPersistenciaCredito:Request:Data:valOrigen		
EliminacionPersistenciaCredito	IN	codPais						elim:EliminacionPersistenciaCredito:Request:Data:codPais		
EliminacionPersistenciaCredito	IN	aplicacionOrigen						elim:EliminacionPersistenciaCredito:Request:Data:aplicacionOrigen	371301	
EliminacionPersistenciaCredito	IN	ipOrigen						elim:EliminacionPersistenciaCredito:Request:Data:ipOrigen	186.28.115.112	
EliminacionPersistenciaCredito	IN	tipoIdentificacion						elim:EliminacionPersistenciaCredito:Request:Data:tipoIdentificacion	1	
EliminacionPersistenciaCredito	IN	nroIdentificacion						elim:EliminacionPersistenciaCredito:Request:Data:nroIdentificacion	19207329	
EliminacionPersistenciaCredito	IN	nroSolicitud						elim:EliminacionPersistenciaCredito:Request:Data:nroSolicitud	35893	
EliminacionPersistenciaCredito	OUT	nombreOperacion						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:nombreOperacion	EliminacionPersistenciaCredito	
EliminacionPersistenciaCredito	OUT	total						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:total	0	
EliminacionPersistenciaCredito	OUT	caracterAceptacion						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:caracterAceptacion	B	
EliminacionPersistenciaCredito	OUT	ultimoMensaje						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:ultimoMensaje	1	
EliminacionPersistenciaCredito	OUT	idTransaccion						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:idTransaccion	1591397404	
EliminacionPersistenciaCredito	OUT	codMsgRespuesta						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:codMsgRespuesta	0	
EliminacionPersistenciaCredito	OUT	msgRespuesta						elim:EliminacionPersistenciaCreditoResponse:Response:DataHeader:msgRespuesta		
EliminacionPersistenciaCredito	OUT	codigoRespuesta						elim:EliminacionPersistenciaCreditoResponse:Response:Data:codigoRespuesta		
EliminacionPersistenciaCredito	OUT	descripcionRespuesta						elim:EliminacionPersistenciaCreditoResponse:Response:Data:descripcionRespuesta		
EvaluadorLight	IN	nombreOperacion						eval:EvaluadorLight:Request:DataHeader:nombreOperacion	EvaluadorLight	
EvaluadorLight	IN	total						eval:EvaluadorLight:Request:DataHeader:total	120003	
EvaluadorLight	IN	jornada						eval:EvaluadorLight:Request:DataHeader:jornada	0	
EvaluadorLight	IN	canal						eval:EvaluadorLight:Request:DataHeader:canal	37	
EvaluadorLight	IN	modoDeOperacion						eval:EvaluadorLight:Request:DataHeader:modoDeOperacion	0	
EvaluadorLight	IN	usuario						eval:EvaluadorLight:Request:DataHeader:usuario	Mbaas	
EvaluadorLight	IN	perfil						eval:EvaluadorLight:Request:DataHeader:perfil	0	
EvaluadorLight	IN	versionServicio						eval:EvaluadorLight:Request:DataHeader:versionServicio	1.0.0	
EvaluadorLight	IN	idTransaccion						eval:EvaluadorLight:Request:DataHeader:idTransaccion	1591397239	
EvaluadorLight	IN	idSesion						eval:EvaluadorLight:Request:Data:idSesion		
EvaluadorLight	IN	codIdioma						eval:EvaluadorLight:Request:Data:codIdioma		
EvaluadorLight	IN	valOrigen						eval:EvaluadorLight:Request:Data:valOrigen		
EvaluadorLight	IN	codPais						eval:EvaluadorLight:Request:Data:codPais		
EvaluadorLight	IN	valVersionApp						eval:EvaluadorLight:Request:Data:valVersionApp		
EvaluadorLight	IN	numeroSolicitud						eval:EvaluadorLight:Request:Data:Solicitud:numeroSolicitud	35893	
EvaluadorLight	IN	numeroSolicitantes						eval:EvaluadorLight:Request:Data:Solicitud:numeroSolicitantes	1	
EvaluadorLight	IN	numeroProductosSolicitados						eval:EvaluadorLight:Request:Data:Solicitud:numeroProductosSolicitados	1	
EvaluadorLight	IN	fechaSolicitud						eval:EvaluadorLight:Request:Data:Solicitud:fechaSolicitud	2020-06-05	
EvaluadorLight	IN	agente						eval:EvaluadorLight:Request:Data:Solicitud:agente		
EvaluadorLight	IN	oficina						eval:EvaluadorLight:Request:Data:Solicitud:oficina		
EvaluadorLight	IN	canal						eval:EvaluadorLight:Request:Data:Solicitud:canal	APP	
EvaluadorLight	IN	ciudad						eval:EvaluadorLight:Request:Data:Solicitud:ciudad	16911001	
EvaluadorLight	IN	departamento						eval:EvaluadorLight:Request:Data:Solicitud:departamento		
EvaluadorLight	IN	flagReferido						eval:EvaluadorLight:Request:Data:Solicitud:flagReferido		
EvaluadorLight	IN	fechaReferido						eval:EvaluadorLight:Request:Data:Solicitud:fechaReferido		
EvaluadorLight	IN	agenteReferido						eval:EvaluadorLight:Request:Data:Solicitud:agenteReferido		
EvaluadorLight	IN	oficinaReferido						eval:EvaluadorLight:Request:Data:Solicitud:oficinaReferido		
EvaluadorLight	IN	canalReferido						eval:EvaluadorLight:Request:Data:Solicitud:canalReferido		
EvaluadorLight	IN	ciudadReferido						eval:EvaluadorLight:Request:Data:Solicitud:ciudadReferido		
EvaluadorLight	IN	tipoCiudad						eval:EvaluadorLight:Request:Data:Solicitud:tipoCiudad		
EvaluadorLight	IN	flagCampanaFirme						eval:EvaluadorLight:Request:Data:Solicitud:flagCampanaFirme	N	
EvaluadorLight	IN	documentosZonaGris						eval:EvaluadorLight:Request:Data:Solicitud:documentosZonaGris		
EvaluadorLight	IN	estadoOportunidad						eval:EvaluadorLight:Request:Data:Solicitud:estadoOportunidad	3	
EvaluadorLight	IN	grupoProductoRPRBuro						eval:EvaluadorLight:Request:Data:Solicitud:grupoProductoRPRBuro	120	
EvaluadorLight	IN	grupoSubproductoRPRBuro						eval:EvaluadorLight:Request:Data:Solicitud:grupoSubproductoRPRBuro	3510	
EvaluadorLight	IN	nombreAtributo						eval:EvaluadorLight:Request:Data:Solicitud:AtributoSolicitud:Atributos:nombreAtributo		
EvaluadorLight	IN	valorAtributo						eval:EvaluadorLight:Request:Data:Solicitud:AtributoSolicitud:Atributos:valorAtributo		
EvaluadorLight	IN	flagFraudeVendedor						eval:EvaluadorLight:Request:Data:Solicitud:flagFraudeVendedor		
EvaluadorLight	IN	flagFraudeCentroNegocio						eval:EvaluadorLight:Request:Data:Solicitud:flagFraudeCentroNegocio		
EvaluadorLight	IN	valRegional						eval:EvaluadorLight:Request:Data:Solicitud:valRegional		
EvaluadorLight	IN	valSucursal						eval:EvaluadorLight:Request:Data:Solicitud:valSucursal		
EvaluadorLight	IN	ciudadResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:ciudadResidencia	16911001	
EvaluadorLight	IN	deptoResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:deptoResidencia	16911	
EvaluadorLight	IN	codMunicipioResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:codMunicipioResidencia		
EvaluadorLight	IN	codPaisResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:codPaisResidencia		
EvaluadorLight	IN	codColoniaResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:codColoniaResidencia		
EvaluadorLight	IN	valDireccionResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valDireccionResidencia		
EvaluadorLight	IN	valPuntoReferenciaResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valPuntoReferenciaResidencia		
EvaluadorLight	IN	edad						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:edad		
EvaluadorLight	IN	esFuncionarioBanco						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:esFuncionarioBanco	N	
EvaluadorLight	IN	estadoCivil						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:estadoCivil		
EvaluadorLight	IN	fechaExpCedula						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:fechaExpCedula	2000-11-11	
EvaluadorLight	IN	numeroIdentificacion						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroIdentificacion	19207329	
EvaluadorLight	IN	valPrimerNombre						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valPrimerNombre		
EvaluadorLight	IN	valSegundoNombre						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valSegundoNombre		
EvaluadorLight	IN	primerApellido						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:primerApellido	LIZARAZO	
EvaluadorLight	IN	valSegundoApellido						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valSegundoApellido		
EvaluadorLight	IN	profesion						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:profesion		
EvaluadorLight	IN	relacionTitular						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:relacionTitular		
EvaluadorLight	IN	segmentoComercialN1						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:segmentoComercialN1		
EvaluadorLight	IN	segmentoComercialN2						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:segmentoComercialN2		
EvaluadorLight	IN	segmentoComercialN3						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:segmentoComercialN3		
EvaluadorLight	IN	tipoCiudad						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:tipoCiudad		
EvaluadorLight	IN	tipoIdentificacion						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:tipoIdentificacion	1	
EvaluadorLight	IN	tipoPersona						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:tipoPersona	N	
EvaluadorLight	IN	tipoResidencia						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:tipoResidencia		
EvaluadorLight	IN	tipoSolicitante						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:tipoSolicitante	1	
EvaluadorLight	IN	documentosZonaIngresos						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:documentosZonaIngresos		
EvaluadorLight	IN	ciudadExpedicionCedula						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:ciudadExpedicionCedula		
EvaluadorLight	IN	deptoExpedicionCedula						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:deptoExpedicionCedula		
EvaluadorLight	IN	estrato						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:estrato		
EvaluadorLight	IN	genero						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:genero		
EvaluadorLight	IN	nacionalidad						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:nacionalidad		
EvaluadorLight	IN	pep						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:pep		
EvaluadorLight	IN	decisionListasRestrictivas						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:decisionListasRestrictivas		
EvaluadorLight	IN	causalListasRestricitivas						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:causalListasRestricitivas		
EvaluadorLight	IN	flagFraudeCliente						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:flagFraudeCliente	N	
EvaluadorLight	IN	vigenciaExamenMedico						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:vigenciaExamenMedico		
EvaluadorLight	IN	vigenciaExtraprima						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:vigenciaExtraprima		
EvaluadorLight	IN	fechaNacimiento						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:fechaNacimiento	1980-03-03	
EvaluadorLight	IN	flagAsegurable						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:flagAsegurable		
EvaluadorLight	IN	porcentajeAsegurabilidad						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:porcentajeAsegurabilidad		
EvaluadorLight	IN	flagImpactadoFATCA						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:flagImpactadoFATCA		
EvaluadorLight	IN	ingresosPreaprobacion						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:ingresosPreaprobacion		
EvaluadorLight	IN	ingresoAnalista						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:ingresoAnalista		
EvaluadorLight	IN	valApellidoCasada						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valApellidoCasada		
EvaluadorLight	IN	valNombreConyugue						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valNombreConyugue		
EvaluadorLight	IN	valNIT						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valNIT		
EvaluadorLight	IN	codNivelAcademico						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:codNivelAcademico		
EvaluadorLight	IN	numeroMesesHabitarViviendas						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroMesesHabitarViviendas		
EvaluadorLight	IN	numeroPersonasCargo						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroPersonasCargo		
EvaluadorLight	IN	valCorreo						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valCorreo		
EvaluadorLight	IN	valCelular						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:valCelular		
EvaluadorLight	IN	codPaisNacimiento						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:codPaisNacimiento		
EvaluadorLight	IN	numeroInterno						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroInterno		
EvaluadorLight	IN	fechaVencimientoCedula						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:fechaVencimientoCedula		
EvaluadorLight	IN	montoAlquilerVivienda						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:montoAlquilerVivienda		
EvaluadorLight	IN	numeroHijosMenor21						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroHijosMenor21		
EvaluadorLight	IN	numeroHijosMayor20						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:numeroHijosMayor20		
EvaluadorLight	IN	ingresos						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:ingresos		
EvaluadorLight	IN	ingresosMotor						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:ingresosMotor		
EvaluadorLight	IN	saldoPromedio						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:saldoPromedio		
EvaluadorLight	IN	valPreaprobacionMes1						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:valPreaprobacionMes1		
EvaluadorLight	IN	valPreaprobacionMes2						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:valPreaprobacionMes2		
EvaluadorLight	IN	valPreaprobacionMes3						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoExtractos:valPreaprobacionMes3		
EvaluadorLight	IN	formatoDeclaracion						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:formatoDeclaracion		
EvaluadorLight	IN	costos						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:costos		
EvaluadorLight	IN	impuesto						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:impuesto		
EvaluadorLight	IN	ingresos						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:ingresos		
EvaluadorLight	IN	rentaGravableAlt						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:rentaGravableAlt		
EvaluadorLight	IN	rentaLiquida						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:rentaLiquida		
EvaluadorLight	IN	patrimonioBruto						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:patrimonioBruto		
EvaluadorLight	IN	patrimonioLiquido						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclRenta:patrimonioLiquido		
EvaluadorLight	IN	fechaIngresoCertificado						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoInterno:fechaIngresoCertificado		
EvaluadorLight	IN	ingesoTotal						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoInterno:ingesoTotal	0	
EvaluadorLight	IN	ingresosEmpleado						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclarado:ingresosEmpleado	7777777777	
EvaluadorLight	IN	ingesoIndependiente						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclarado:ingesoIndependiente	0	
EvaluadorLight	IN	ingresosPensionado						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclarado:ingresosPensionado	0	
EvaluadorLight	IN	valEmpleador						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoDeclarado:valEmpleador		
EvaluadorLight	IN	esperado						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoQuanto:esperado		
EvaluadorLight	IN	maximo						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoQuanto:maximo		
EvaluadorLight	IN	minimo						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoQuanto:minimo		
EvaluadorLight	IN	deducciones						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoLibranza:deducciones		
EvaluadorLight	IN	ingresosAdicionales						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoLibranza:ingresosAdicionales		
EvaluadorLight	IN	ingresosBasicos						eval:EvaluadorLight:Request:Data:Solicitantes:Solicitante:MetodoLibranza:ingresosBasicos		
